,name,brand,links,price,weight,price_gr,nutritients,photo_link
222,Veganer Proteinriegel mit Erdnüssen,Zebra,https://www.foodist.de/zebra-veganer-proteinriegel-mit-erdnuessen-10985,"  1,90 € ",  Inhalt:  40 g ," 4,75 € / 100 g ","  Brennwert 1.645 kJ(386 kcal)   Fett 14,6 g   davon gesättigte Fettsäuren 2,7 g   Kohlenhydrate 35,7 g   davon Zucker 27,8 g   Ballaststoffe 15,7 g   Eiweiß 20,1 g   Salz 0,40 g  ",https://foodist.imgix.net/media/image/4260723830001_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
223,BIO Cookies mit Kakao und Orange,Green & More,https://www.foodist.de/green-more-bio-cookies-mit-kakao-und-orange-10947,"  2,20 € ",  Inhalt:  28 g ," 7,86 € / 100 g ","  Brennwert 1.948 kJ(465 kcal)   Fett 29,0 g   davon gesättigte Fettsäuren 3,0 g   Kohlenhydrate 40,0 g   davon Zucker 22,0 g   Ballaststoffe 7,0 g   Eiweiß 15,0 g   Salz 1,00 g  ",https://foodist.imgix.net/media/image/3859891574223_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
224,BIO Cookies mit Pistazien und Zitrone,Green & More,https://www.foodist.de/green-more-bio-cookies-mit-pistazien-und-zitrone-10946,"  2,50 € ",  Inhalt:  28 g ," 8,93 € / 100 g ","  Brennwert 2.174 kJ(519 kcal)   Fett 34,0 g   davon gesättigte Fettsäuren 5,0 g   Kohlenhydrate 43,0 g   davon Zucker 23,0 g   Ballaststoffe 5,0 g   Eiweiß 15,0 g   Salz 6,00 g  ",https://foodist.imgix.net/media/image/3859891574216_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
225,BIO Cookies mit Nüssen und Blaubeeren,Green & More,https://www.foodist.de/green-more-bio-cookies-mit-nuessen-und-blaubeeren-10948,"  2,20 € ",  Inhalt:  28 g ," 7,86 € / 100 g ","  Brennwert 2.059 kJ(491 kcal)   Fett 39,0 g   davon gesättigte Fettsäuren 3,0 g   Kohlenhydrate 40,0 g   davon Zucker 24,0 g   Ballaststoffe 8,0 g   Eiweiß 13,0 g   Salz 3,00 g  ",https://foodist.imgix.net/media/image/3859891574247_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
226,BIO Bananenriegel Zitrone & Mandel,Banabar,https://www.foodist.de/banabar-bio-bananenriegel-zitrone-mandel-10434,"  2,00 € ",  Inhalt:  40 g ," 5,00 € / 100 g ","  Brennwert 1.683 kJ(404 kcal)   Fett 17,0 g   davon gesättigte Fettsäuren 1,0 g   Kohlenhydrate 50,0 g   davon Zucker 35,0 g   Ballaststoffe 8,0 g   Eiweiß 9,0 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/8719326519012_0ch246T6j6KdlB.jpg?auto=compress%2Cformat&h=60&q=20&w=60
227,BIO Bananenriegel Kakao,Banabar,https://www.foodist.de/banabar-bio-bananenriegel-kakao-10433,"  2,00 € ",  Inhalt:  40 g ," 5,00 € / 100 g ","  Brennwert 1.711 kJ(410 kcal)   Fett 17,0 g   davon gesättigte Fettsäuren 4,0 g   Kohlenhydrate 52,0 g   davon Zucker 35,0 g   Ballaststoffe 8,0 g   Eiweiß 9,0 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/8719326519036_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
228,BIO Snackball mit Kakao & Maca,Roo'bar Riegel,https://www.foodist.de/roo-bar-riegel-bio-snackball-mit-kakao-maca-10346,"  1,10 € ",  Inhalt:  22 g ," 5,00 € / 100 g ","  Brennwert 1.816 kJ(436 kcal)   Fett 24,0 g   davon gesättigte Fettsäuren 3,5 g   Kohlenhydrate 33,0 g   davon Zucker 31,0 g   Ballaststoffe 13,0 g   Eiweiß 15,0 g   Salz 0,02 g  ",https://foodist.imgix.net/media/image/3800232730242_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
229,"BIO Fruchtgummi mit saurem Himbeer- und Grapefruitgeschmack ""Kiss Me""",Not Guilty,https://www.foodist.de/not-guilty-bio-fruchtgummi-mit-saurem-himbeer-und-grapefruitgeschmack-kiss-me-10569,"  1,70 € ",  Inhalt:  100 g ," 1,70 € / 100 g ","  Brennwert 1.364 kJ(320 kcal)   Fett 0,0 g   davon gesättigte Fettsäuren 0,0 g   Kohlenhydrate 79,0 g   davon Zucker 63,0 g   Eiweiß 0,0 g   Salz 0,22 g  ",https://foodist.imgix.net/media/image/3663458005392_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
230,"BIO Fruchtgummi mit Colageschmack ""Mi Colazon""",Not Guilty,https://www.foodist.de/not-guilty-bio-fruchtgummi-mit-colageschmack-mi-colazon-10567,"  1,70 € ",  Inhalt:  100 g ," 1,70 € / 100 g ","  Brennwert 1.352 kJ(318 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 79,0 g   davon Zucker 61,0 g   Eiweiß 0,1 g   Salz 0,21 g  ",https://foodist.imgix.net/media/image/3663458005026_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
231,BIO Chiasamen 1kg,Foodist,https://www.foodist.de/foodist-bio-chiasamen-1kg-9770,"  8,95 € ",  Inhalt:  1000 g ," 0,90 € / 100 g ","  Brennwert 1.901 kJ(454 kcal)   Fett 31,0 g   davon gesättigte Fettsäuren 3,8 g   Kohlenhydrate 4,9 g   davon Zucker 0,8 g   Ballaststoffe 34,0 g   Eiweiß 21,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4260453715777_0E5pALoV2T2du2.jpg?auto=compress%2Cformat&h=60&q=20&w=60
232,Xylit Bonbons Orange,Birkengold,https://www.foodist.de/birkengold-xylit-bonbons-orange-10787,"  2,50 € ",  Inhalt:  30 g ," 8,33 € / 100 g ","  Brennwert 1.072 kJ(257 kcal)   Fett 1,8 g   davon gesättigte Fettsäuren 1,8 g   Kohlenhydrate 93,0 g   davon Zucker 0,0 g   Eiweiß 0,0 g   Salz 0,40 g  ",https://foodist.imgix.net/media/image/9120048832089_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
233,Schokolade & Spielzeug Weihnachten,PLAYin Choc,https://www.foodist.de/playin-choc-schokolade-spielzeug-weihnachten-8200,"  4,00 € ",  Inhalt:  20 g ," 20,00 € / 100 g ","  Brennwert 2.609 kJ(630 kcal)   Fett 51,6 g   davon gesättigte Fettsäuren 35,0 g   Kohlenhydrate 32,0 g   davon Zucker 25,5 g   Ballaststoffe 7,6 g   Eiweiß 5,6 g   Salz 0,13 g  ",https://foodist.imgix.net/media/image/5060548500061_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
234,"Waffelteig gefüllt mit Erdnussbutter ""Nutisfaction""",Paddies,https://www.foodist.de/paddies-waffelteig-gefuellt-mit-erdnussbutter-nutisfaction-11714,"  1,99 € ",  Inhalt:  70 g ," 2,84 € / 100 g ","  Brennwert 1.742 kJ(418 kcal)   Fett 25,0 g   davon gesättigte Fettsäuren 4,7 g   Kohlenhydrate 41,0 g   davon Zucker 3,2 g   Ballaststoffe 12,0 g   Eiweiß 14,0 g   Salz 2,00 g  ",https://foodist.imgix.net/media/image/9120102740244_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
235,"BIO Marshmallows mit Vanillegeschmack ""Marilyn Mallow""",Not Guilty,https://www.foodist.de/not-guilty-bio-marshmallows-mit-vanillegeschmack-marilyn-mallow-10571,"  1,90 € ",  Inhalt:  80 g ," 2,38 € / 100 g ","  Brennwert 1.386 kJ(326 kcal)   Fett 0,0 g   davon gesättigte Fettsäuren 0,0 g   Kohlenhydrate 81,0 g   davon Zucker 69,0 g   Eiweiß 0,5 g   Salz 0,20 g  ",https://foodist.imgix.net/media/image/3663458005682_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
236,Kekse mit Schokostückchen,Heldenbrot,https://www.foodist.de/heldenbrot-kekse-mit-schokostueckchen-11220,"  1,90 € ",  Inhalt:  25 g ," 7,60 € / 100 g ","  Brennwert 1.917 kJ(457 kcal)   Fett 19,0 g   davon gesättigte Fettsäuren 7,1 g   Kohlenhydrate 64,0 g   davon Zucker 19,0 g   Ballaststoffe 2,1 g   Eiweiß 6,4 g   Salz 1,50 g  ",https://foodist.imgix.net/media/image/4260545981103_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
237,"BIO Riegel Banane, Rote Traube und Aronia 4er-Pack",Freche Freunde,https://www.foodist.de/freche-freunde-bio-riegel-banane-rote-traube-und-aronia-4er-pack-10885,"  1,75 € ",  Inhalt:  92 g ," 1,90 € / 100 g ","  Brennwert 1.611 kJ(383 kcal)   Fett 13,0 g   davon gesättigte Fettsäuren 1,4 g   Kohlenhydrate 58,0 g   davon Zucker 28,0 g   Ballaststoffe 6,4 g   Eiweiß 6,4 g   Salz 0,03 g  ",https://foodist.imgix.net/media/image/4260249144316_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
238,KakaoWUMMS - Gebrannte Kakaobohnen mit Chili,PURmacherei,https://www.foodist.de/purmacherei-kakaowumms-gebrannte-kakaobohnen-mit-chili-9063,"  3,49 € ",  Inhalt:  50 g ," 6,98 € / 100 g ","  Brennwert 2.184 kJ(527 kcal)   Fett 35,0 g   davon gesättigte Fettsäuren 22,0 g   Kohlenhydrate 32,0 g   davon Zucker 25,0 g   Ballaststoffe 21,0 g   Eiweiß 11,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4270000466441_0vLbygHF8qWUGB.jpg?auto=compress%2Cformat&h=60&q=20&w=60
239,"BIO Getrocknete Kirschen, knusprig",Supersec,https://www.foodist.de/supersec-bio-getrocknete-kirschen-knusprig-9743,"  4,85 € ",  Inhalt:  140 g ," 3,46 € / 100 g ","  Brennwert 1.380 kJ(325 kcal)   Fett 0,5 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 80,0 g   davon Zucker 67,5 g   Eiweiß 2,5 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/5425033150532_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
240,"Kleine Freuden Sparset, 2-teilig",Foodist,https://www.foodist.de/foodist-kleine-freuden-sparset-2-teilig-11674,"  29,98 € ",  Inhalt:  1 Stck. ," 29,98 € / 1 Stck. ","  Brennwert 2.564 kJ(614 kcal)   Fett 48,0 g   davon gesättigte Fettsäuren 24,0 g   Kohlenhydrate 37,0 g   davon Zucker 23,0 g   Eiweiß 7,0 g   Salz 0,26 g  ",https://foodist.imgix.net/media/image/Bundle_Shopbild_NutButterCupADK_WeihnachtsmannCVir1rZCzTKPS.jpg?auto=compress%2Cformat&h=60&q=20&w=60
241,Fruchtpapier Apfel & Erdbeere,Dörrwerk,https://www.foodist.de/doerrwerk-fruchtpapier-apfel-erdbeere-10930,"  1,50 € ",  Inhalt:  18 g ," 8,33 € / 100 g ","  Brennwert 1.333 kJ(319 kcal)   Fett 0,9 g   davon gesättigte Fettsäuren 0,3 g   Kohlenhydrate 63,0 g   davon Zucker 59,0 g   Ballaststoffe 14,0 g   Eiweiß 3,6 g   Salz 0,04 g  ",https://foodist.imgix.net/media/image/4280001516250_1rPgOAXnmC8p5b.jpg?auto=compress%2Cformat&h=60&q=20&w=60
242,Dextrose Bonbons mit Fruchtgeschmack,frufree,https://www.foodist.de/frufree-dextrose-bonbons-mit-fruchtgeschmack-10896,"  4,00 € ",  Inhalt:  90 g ," 4,44 € / 100 g ","  Brennwert 1.557 kJ(372 kcal)   Fett 0,7 g   davon gesättigte Fettsäuren 0,7 g   Kohlenhydrate 90,0 g   davon Zucker 88,0 g   Eiweiß 0,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4270001476500_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
243,BIO Schokoladen Weihnachtsmann,Foodist,https://www.foodist.de/foodist-bio-schokoladen-weihnachtsmann-11231,"  4,99 € ",  Inhalt:  70 g ," 7,13 € / 100 g ","  Brennwert 2.516 kJ(599 kcal)   Fett 46,0 g   davon gesättigte Fettsäuren 29,0 g   Kohlenhydrate 43,0 g   davon Zucker 29,0 g   Eiweiß 3,1 g   Salz 0,14 g  ",https://foodist.imgix.net/media/image/foodistsanta_Shopbild_Freisteller.jpg?auto=compress%2Cformat&h=60&q=20&w=60
244,Mandeln mit Zimt & Zucker,Vista Portuguese,https://www.foodist.de/vista-portuguese-mandeln-mit-zimt-zucker-10854,"  7,90 € ",  Inhalt:  125 g ," 6,32 € / 100 g ","  Brennwert 2.022 kJ(442 kcal)   Fett 26,0 g   davon gesättigte Fettsäuren 2,0 g   Kohlenhydrate 59,0 g   davon Zucker 52,0 g   Eiweiß 11,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/5602132652727_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
245,"BIO Schokoladenpinguin ""snowy""",nucao,https://www.foodist.de/nucao-bio-schokoladenpinguin-snowy-11595,"  3,99 € ",  Inhalt:  60 g ," 6,65 € / 100 g ","  Brennwert 2.422 kJ(584 kcal)   Fett 44,0 g   davon gesättigte Fettsäuren 23,0 g   Kohlenhydrate 35,0 g   davon Zucker 25,0 g   Ballaststoffe 9,7 g   Eiweiß 6,7 g   Salz 0,17 g  ",https://foodist.imgix.net/media/image/Nucao_Shopbild_Pinguin_01.jpg?auto=compress%2Cformat&h=60&q=20&w=60
246,BIO Schokopops mit dunkler Schokolade und Mandel,ZAZ,https://www.foodist.de/zaz-bio-schokopops-mit-dunkler-schokolade-und-mandel-11470,"  3,49 € ",  Inhalt:  35 g ," 9,97 € / 100 g ","  Brennwert 2.154 kJ(513 kcal)   Fett 31,1 g   davon gesättigte Fettsäuren 16,1 g   Kohlenhydrate 44,4 g   davon Zucker 22,7 g   Ballaststoffe 16,0 g   Eiweiß 10,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/7649996005069_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
247,Kartoffelchips mit Trüffel,Zweifel,https://www.foodist.de/zweifel-kartoffelchips-mit-trueffel-10857,"  2,59 € ",  Inhalt:  70 g ," 3,70 € / 100 g ","  Brennwert 2.256 kJ(542 kcal)   Fett 35,0 g   davon gesättigte Fettsäuren 2,1 g   Kohlenhydrate 49,0 g   davon Zucker 1,2 g   Ballaststoffe 5,2 g   Eiweiß 5,3 g   Salz 1,60 g  ",https://foodist.imgix.net/media/image/7610095126900_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
248,BIO Superballs mit Erdnüssen und Kakaonibs,Superballs,https://www.foodist.de/superballs-bio-superballs-mit-erdnuessen-und-kakaonibs-11541,"  2,49 € ",  Inhalt:  48 g ," 5,19 € / 100 g ","  Brennwert 1.612 kJ(384 kcal)   Fett 15,0 g   davon gesättigte Fettsäuren 4,0 g   Kohlenhydrate 49,0 g   davon Zucker 47,0 g   Ballaststoffe 10,0 g   Eiweiß 9,0 g   Salz 0,60 g  ",https://foodist.imgix.net/media/image/4260540370032_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
249,BIO Pekannusskerne,Foodist,https://www.foodist.de/foodist-bio-pekannusskerne-11349,"  3,99 € ",  Inhalt:  100 g ," 3,99 € / 100 g ","  Brennwert 3.018 kJ(721 kcal)   Fett 72,0 g   davon gesättigte Fettsäuren 6,2 g   Kohlenhydrate 4,3 g   davon Zucker 4,0 g   Ballaststoffe 9,6 g   Eiweiß 9,2 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4260453717696_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
250,BIO Almond Butter Bar,Foodist,https://www.foodist.de/foodist-bio-almond-butter-bar-10914,"  1,50 € ",  Inhalt:  30 g ," 5,00 € / 100 g ","  Brennwert 1.849 kJ(444 kcal)   Fett 25,0 g   davon gesättigte Fettsäuren 2,0 g   Kohlenhydrate 36,0 g   davon Zucker 32,0 g   Ballaststoffe 12,0 g   Eiweiß 13,0 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/4260453717221_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
251,Schokobrezeln,Foodist,https://www.foodist.de/foodist-schokobrezeln-10249,"  14,95 € ",  Inhalt:  500 g ," 2,99 € / 100 g ","  Brennwert 1.879 kJ(448 kcal)   Fett 16,0 g   davon gesättigte Fettsäuren 6,4 g   Kohlenhydrate 55,0 g   davon Zucker 1,1 g   Ballaststoffe 0,0 g   Eiweiß 7,9 g   Salz 2,20 g  ",https://foodist.imgix.net/media/image/4260453716279_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
252,"Bonbons ""Vanillezauber""",Delica,https://www.foodist.de/delica-bonbons-vanillezauber-11445,"  4,99 € ",  Inhalt:  70 g ," 7,13 € / 100 g ","  Brennwert 1.668 kJ(393 kcal)   Fett 0,1 g   davon gesättigte Fettsäuren 0,1 g   Kohlenhydrate 97,8 g   davon Zucker 59,8 g   Eiweiß 0,1 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4013149156787_150.jpg?auto=compress%2Cformat&h=60&q=20&w=60
253,BIO Vegane Schokolade mit Kokosmilch,Naturata,https://www.foodist.de/naturata-bio-vegane-schokolade-mit-kokosmilch-11475,"  3,49 € ",  Inhalt:  100 g ," 3,49 € / 100 g ","  Brennwert 2.490 kJ(599 kcal)   Fett 45,0 g   davon gesättigte Fettsäuren 30,0 g   Kohlenhydrate 41,0 g   davon Zucker 37,0 g   Eiweiß 5,0 g   Salz 0,15 g  ",https://foodist.imgix.net/media/image/4024297016779_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
254,Kakaobohnen mit Schokolade,PURmacherei,https://www.foodist.de/purmacherei-kakaobohnen-mit-schokolade-11382,"  3,49 € ",  Inhalt:  50 g ," 6,98 € / 100 g ","  Brennwert 2.366 kJ(568 kcal)   Fett 42,0 g   davon gesättigte Fettsäuren 25,0 g   Kohlenhydrate 32,0 g   davon Zucker 25,0 g   Ballaststoffe 14,0 g   Eiweiß 12,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4260670510315_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
255,"BIO Riegel mit Hafer, Datteln & Kokosnuss",Pumpkin Organics,https://www.foodist.de/pumpkin-organics-bio-riegel-mit-hafer-datteln-kokosnuss-10983,"  0,99 € ",  Inhalt:  20 g ," 4,95 € / 100 g ","  Brennwert 1.700 kJ(406 kcal)   Fett 16,0 g   davon gesättigte Fettsäuren 6,1 g   Kohlenhydrate 55,0 g   davon Zucker 17,0 g   Ballaststoffe 11,0 g   Eiweiß 5,5 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/4260526592656_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
256,BIO vegane Schokopralinen mit Himbeer-Cashew Füllung,Lini's Bites,https://www.foodist.de/lini-s-bites-bio-vegane-schokopralinen-mit-himbeer-cashew-fuellung-11048,"  2,80 € ",  Inhalt:  46 g ," 6,09 € / 100 g ","  Brennwert 1.876 kJ(449 kcal)   Fett 23,0 g   davon gesättigte Fettsäuren 9,1 g   Kohlenhydrate 49,1 g   davon Zucker 33,2 g   Ballaststoffe 6,6 g   Eiweiß 8,0 g   Salz 0,02 g  ",https://foodist.imgix.net/media/image/4270001544346_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
257,BIO vegane Schokopralinen mit Cashew-Kokos-Füllung,Lini's Bites,https://www.foodist.de/lini-s-bites-bio-vegane-schokopralinen-mit-cashew-kokos-fuellung-11050,"  2,80 € ",  Inhalt:  46 g ," 6,09 € / 100 g ","  Brennwert 1.929 kJ(462 kcal)   Fett 24,0 g   davon gesättigte Fettsäuren 9,6 g   Kohlenhydrate 47,4 g   davon Zucker 27,2 g   Ballaststoffe 9,7 g   Eiweiß 7,6 g   Salz 0,07 g  ",https://foodist.imgix.net/media/image/4270001544353_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
258,"BIO Schokoriegel mit gerösteten Haselnüssen ""Heavenly Hazel""",Chokay,https://www.foodist.de/chokay-bio-schokoriegel-mit-geroesteten-haselnuessen-heavenly-hazel-11507,"  3,99 € ",  Inhalt:  70 g ," 5,70 € / 100 g ","  Brennwert 2.145 kJ(513 kcal)   Fett 43,2 g   davon gesättigte Fettsäuren 18,0 g   Kohlenhydrate 7,6 g   davon Zucker 4,3 g   Ballaststoffe 38,0 g   Eiweiß 7,2 g   Salz 0,03 g  ",https://foodist.imgix.net/media/image/8718481612347_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
259,"BIO vegane Schokoladentafel ""Voll ohne Muh"" Haselnuss Crunch",MYLKCHOCY,https://www.foodist.de/mylkchocy-bio-vegane-schokoladentafel-voll-ohne-muh-haselnuss-crunch-9264,"  3,50 € ",  Inhalt:  60 g ," 5,83 € / 100 g ","  Brennwert 2.776 kJ(667 kcal)   Fett 58,0 g   davon gesättigte Fettsäuren 38,0 g   Kohlenhydrate 27,0 g   davon Zucker 22,0 g   Eiweiß 7,6 g   Salz 0,09 g  ",https://foodist.imgix.net/media/image/4033773010729_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
260,"BIO vegane Schokoladentafel ""Voll ohne Muh"" Pure Freude",MYLKCHOCY,https://www.foodist.de/mylkchocy-bio-vegane-schokoladentafel-voll-ohne-muh-pure-freude-9265,"  3,50 € ",  Inhalt:  60 g ," 5,83 € / 100 g ","  Brennwert 2.752 kJ(661 kcal)   Fett 57,0 g   davon gesättigte Fettsäuren 39,0 g   Kohlenhydrate 27,0 g   davon Zucker 22,0 g   Eiweiß 7,4 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/4033773010705_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
261,"BIO vegane ""Mylky"" Schokolade",bett'r,https://www.foodist.de/bett-r-bio-vegane-mylky-schokolade-11211,"  2,90 € ",  Inhalt:  60 g ," 4,83 € / 100 g ","  Brennwert 2.282 kJ(548 kcal)   Fett 38,0 g   davon gesättigte Fettsäuren 24,0 g   Kohlenhydrate 44,0 g   davon Zucker 31,0 g   Eiweiß 6,9 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/3800233680591_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
262,Pea Chili Lime Snack,Vaya,https://www.foodist.de/vaya-pea-chili-lime-snack-11331,"  2,95 € ",  Inhalt:  80 g ," 3,69 € / 100 g ","  Brennwert 1.675 kJ(401 kcal)   Fett 14,0 g   davon gesättigte Fettsäuren 1,1 g   Kohlenhydrate 42,0 g   davon Zucker 7,6 g   Ballaststoffe 13,0 g   Eiweiß 20,0 g   Salz 1,40 g  ",https://foodist.imgix.net/media/image/7610095245601_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
263,Gefriergetrocknete Erdbeeren in Zartbitterschokolade 500g,Foodist,https://www.foodist.de/foodist-gefriergetrocknete-erdbeeren-in-zartbitterschokolade-500g-10468,"  9,95 € ",  Inhalt:  500 g ," 1,99 € / 100 g ","  Brennwert 2.161 kJ(518 kcal)   Fett 31,0 g   davon gesättigte Fettsäuren 19,0 g   Kohlenhydrate 51,0 g   davon Zucker 48,0 g   Ballaststoffe 7,5 g   Eiweiß 4,7 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/4260453716620_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
264,"Pistazien in der Schale, geröstet, mit Pfeffer und Salz 500g",Foodist,https://www.foodist.de/foodist-pistazien-in-der-schale-geroestet-mit-pfeffer-und-salz-500g-10178,"  15,95 € ",  Inhalt:  500 g ," 3,19 € / 100 g ","  Brennwert 2.540 kJ(615 kcal)   Fett 55,0 g   davon gesättigte Fettsäuren 6,8 g   Kohlenhydrate 2,2 g   davon Zucker 0,4 g   Ballaststoffe 14,0 g   Eiweiß 22,0 g   Salz 2,10 g  ",https://foodist.imgix.net/media/image/4260453716224_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
265,"Schokomandeln, leicht gesalzen 500g",Foodist,https://www.foodist.de/foodist-schokomandeln-leicht-gesalzen-500g-10467,"  9,95 € ",  Inhalt:  500 g ," 1,99 € / 100 g ","  Brennwert 2.268 kJ(545 kcal)   Fett 35,0 g   davon gesättigte Fettsäuren 14,0 g   Kohlenhydrate 46,0 g   davon Zucker 43,0 g   Ballaststoffe 7,0 g   Eiweiß 8,1 g   Salz 0,37 g  ",https://foodist.imgix.net/media/image/4260453716644_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
266,BIO Zartbitterschokolade mit Kakaonibs,Lovechock,https://www.foodist.de/lovechock-bio-zartbitterschokolade-mit-kakaonibs-10819,"  2,90 € ",  Inhalt:  40 g ," 7,25 € / 100 g ","  Brennwert 2.674 kJ(646 kcal)   Fett 55,0 g   davon gesättigte Fettsäuren 33,0 g   Kohlenhydrate 26,0 g   davon Zucker 16,0 g   Ballaststoffe 7,8 g   Eiweiß 8,1 g   Salz 0,04 g  ",https://foodist.imgix.net/media/image/8718421150052_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
267,BIO vegane Schokopralinen mit Erdnussmus Füllung,Lini's Bites,https://www.foodist.de/lini-s-bites-bio-vegane-schokopralinen-mit-erdnussmus-fuellung-11051,"  2,80 € ",  Inhalt:  46 g ," 6,09 € / 100 g ","  Brennwert 1.958 kJ(469 kcal)   Fett 26,7 g   davon gesättigte Fettsäuren 8,1 g   Kohlenhydrate 42,9 g   davon Zucker 31,4 g   Ballaststoffe 5,6 g   Eiweiß 11,5 g   Salz 0,35 g  ",https://foodist.imgix.net/media/image/4270001544339_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
268,Schokoliertes Edelmarzipan Brot,Sawade,https://www.foodist.de/sawade-schokoliertes-edelmarzipan-brot-4921,"  5,99 € ",  Inhalt:  125 g ," 4,79 € / 100 g ","  Brennwert 2.057 kJ(493 kcal)   Fett 31,2 g   davon gesättigte Fettsäuren 7,8 g   Kohlenhydrate 39,2 g   davon Zucker 37,6 g   Eiweiß 9,7 g   Salz 0,02 g  ",https://foodist.imgix.net/media/image/4000569922672_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
269,"BIO Schokolade ""Schoko Schamane Chai""",mind sweets,https://www.foodist.de/mind-sweets-bio-schokolade-schoko-schamane-chai-10662,"  4,50 € ",  Inhalt:  50 g ," 9,00 € / 100 g ","  Brennwert 2.461 kJ(591 kcal)   Fett 41,1 g   davon gesättigte Fettsäuren 25,6 g   Kohlenhydrate 48,1 g   davon Zucker 38,7 g   Eiweiß 7,1 g   Salz 0,11 g  ",https://foodist.imgix.net/media/image/4260240068086_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
270,"BIO Schokolade ""Schoko Schamane""",mind sweets,https://www.foodist.de/mind-sweets-bio-schokolade-schoko-schamane-10661,"  4,20 € ",  Inhalt:  50 g ," 8,40 € / 100 g ","  Brennwert 2.470 kJ(593 kcal)   Fett 41,4 g   davon gesättigte Fettsäuren 25,8 g   Kohlenhydrate 48,1 g   davon Zucker 38,7 g   Eiweiß 7,1 g   Salz 0,11 g  ",https://foodist.imgix.net/media/image/4260240068000_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
271,"BIO veganer Schokoladenriegel ""Voll ohne Muh"" Pure Freude",MYLKCHOCY,https://www.foodist.de/mylkchocy-bio-veganer-schokoladenriegel-voll-ohne-muh-pure-freude-10798,"  1,50 € ",  Inhalt:  20 g ," 7,50 € / 100 g ","  Brennwert 2.736 kJ(656 kcal)   Fett 56,0 g   davon gesättigte Fettsäuren 36,0 g   Kohlenhydrate 29,0 g   davon Zucker 24,0 g   Eiweiß 7,5 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/4270001913647_1UYhHx68KDklJG.jpg?auto=compress%2Cformat&h=60&q=20&w=60
