,product,brand,price,weight,kj,kcal,fat,sat_fat,carbs,sugar,fibre,protein,salt,product_link,photo_link,brand_new,cluster,cluster_2
391,Knabberhanf Süss ,Hanf & Natur,2.19,0.1,1899.0,457.0,23.7,2.6,30.8,30.8,,17.6,0.6,https://kokku-online.de/hanf-und-natur-knabberhanf-suess/,https://kokku-online.de//bilder/350x350/14805/hanf-und-natur-knabberhanf-suess.auto,Other,0,2
392,Knabberhanf Salz & Kräuter ,Hanf & Natur,2.19,0.1,1884.0,456.0,19.6,3.2,7.4,6.6,,20.2,0.4,https://kokku-online.de/hanf-und-natur-knabberhanf-salz-und-kraeuter/,https://kokku-online.de//bilder/350x350/14806/hanf-und-natur-knabberhanf-salz-und-kraeuter.auto,Other,2,2
393,Marzipan Konfekt °Rudi° ,Rosengarten,1.89,0.034,1963.0,470.0,25.5,5.7,47.9,46.3,,9.0,0.0,https://kokku-online.de/rosengarten-marzipan-konfekt-rudi/,https://kokku-online.de//bilder/350x350/14738/rosengarten-marzipan-konfekt-rudi.auto,Other,0,2
394,Schokotäfelchen 3er-Set ,Cocoa Libre,6.99,0.12,2260.0,539.0,35.1,21.0,45.5,42.9,,5.2,,https://kokku-online.de/cocoa-libre-schokotaefelchen-3er-set-mhd-31-12-2021/,https://kokku-online.de//bilder/350x350/14667/cocoa-libre-schokotaefelchen-3er-set.auto,Other,2,0
395,Dunkle Schokolade Orange & Ingwer ,Cocoa Libre,4.99,0.1,2260.0,539.0,35.1,21.0,45.5,42.9,,5.2,,https://kokku-online.de/cocoa-libre-dunkle-schokolade-orange-und-ingwer/,https://kokku-online.de//bilder/350x350/14662/cocoa-libre-dunkle-schokolade-orange-und-ingwer.auto,Other,2,0
396,Dattel Spekulatius Konfekt °Hanna° ,Rosengarten,1.89,0.034,1672.0,400.0,16.8,4.9,51.9,47.5,,5.1,,https://kokku-online.de/rosengarten-dattel-spekulatius-konfekt-hanna/,https://kokku-online.de//bilder/350x350/14608/rosengarten-dattel-spekulatius-konfekt-hanna.auto,Other,0,3
397,Ecuador Edelbitter Schokolade 70% ,Naturata,3.29,0.1,2340.0,565.0,41.0,25.0,34.0,29.0,,9.0,,https://kokku-online.de/naturata-ecuador-edelbitter-schokolade-70/,https://kokku-online.de//bilder/350x350/14425/naturata-ecuador-edelbitter-schokolade-70.auto,Naturata,2,0
398,Indien Feinbitter Schokolade 85% ,Naturata,3.49,0.1,2540.0,614.0,52.0,32.0,20.0,14.0,,10.0,,https://kokku-online.de/naturata-indien-feinbitter-schokolade-85/,https://kokku-online.de//bilder/350x350/14424/naturata-indien-feinbitter-schokolade-85.auto,Naturata,2,0
399,Bolivien Edelbitter Schokolade 95% ,Naturata,3.29,0.08,2670.0,647.0,59.0,36.0,11.0,3.7,,11.0,,https://kokku-online.de/naturata-bolivien-edelbitter-schokolade-95/,https://kokku-online.de//bilder/350x350/14423/naturata-bolivien-edelbitter-schokolade-95.auto,Naturata,2,0
400,Pecan Pie ,Pri's Puddings,2.49,0.04,1736.0,415.0,17.3,12.5,62.5,31.5,,7.0,,https://kokku-online.de/pries-puddings-pecan-pie/,https://kokku-online.de//bilder/350x350/14421/pries-puddings-pecan-pie.auto,Other,0,4
401,Choco Pie ,Pri's Puddings,2.49,0.04,1883.0,450.0,30.3,24.3,42.3,16.3,,7.3,,https://kokku-online.de/pries-puddings-choco-pie/,https://kokku-online.de//bilder/350x350/14420/pries-puddings-choco-pie.auto,Other,2,4
402,Cashew Pie ,Pri's Puddings,2.49,0.04,1935.0,463.0,29.8,12.5,38.8,11.8,,11.8,,https://kokku-online.de/pries-puddings-cashew-pie/,https://kokku-online.de//bilder/350x350/14419/pries-puddings-cashew-pie.auto,Other,2,4
403,Crunchy Coconut Schokoriegel ,Vivani,0.99,0.035,2562.0,617.0,46.9,33.5,41.8,35.7,,3.4,,https://kokku-online.de/vivani-crunchy-coconut-schokoriegel/,https://kokku-online.de//bilder/350x350/12806/vivani-crunchy-coconut-schokoriegel.auto,Vivani,2,0
404,Dark & Creamy Schokoriegel ,Vivani,0.99,0.035,2481.0,598.0,44.9,27.3,39.7,36.0,,4.8,0.01,https://kokku-online.de/vivani-dark-und-creamy-schokoriegel/,https://kokku-online.de//bilder/350x350/12805/vivani-dark-und-creamy-schokoriegel.auto,Vivani,2,0
405,Coole Lollies Wassereis °Bunter Mix° ,Fredo's,2.59,0.3,240.0,57.0,,,13.4,12.6,,,,https://kokku-online.de/fredos-coole-lollies/,https://kokku-online.de//bilder/350x350/17054/fredos-coole-lollies.auto,Other,0,4
406,COaLA Bärchen ,mind sweets,2.39,0.075,1362.0,321.0,0.15,0.15,78.0,40.0,,0.0,0.89,https://kokku-online.de/mind-sweets-coala-baerchen/,https://kokku-online.de//bilder/350x350/14080/mind-sweets-coala-baerchen.auto,mind sweets,0,3
407,Mini Moos °White° Schoko Riegel ,Moo Free,0.99,0.02,2411.0,578.0,36.0,21.0,60.0,41.0,,2.0,0.0,https://kokku-online.de/moo-free-mini-moos-white-schoko-riegel/,https://kokku-online.de//bilder/350x350/15275/moo-free-mini-moos-white-schoko-riegel.auto,Moo Free,2,0
408,Veggie Vanilli Mellows vegane Marshmallows ,ÖKOVITAL,2.39,0.09,1411.0,332.0,,,81.0,69.0,,0.5,0.2,https://kokku-online.de/oekovital-veggie-vanilli-mellows-vegane-marshmallows/,https://kokku-online.de//bilder/350x350/13477/oekovital-veggie-vanilli-mellows-vegane-marshmallows.auto,ÖKOVITAL,0,3
409,Fruttini Bär ,ÖKOVITAL,1.59,0.1,1458.0,343.0,0.0,0.0,85.0,72.0,,0.2,0.2,https://kokku-online.de/oekovital-fruttini-baer-100g/,https://kokku-online.de//bilder/350x350/13398/oekovital-fruttini-baer-100g.auto,ÖKOVITAL,0,3
410,Beerenfrüchtchen - zuckerreduziert ,ÖKOVITAL,1.59,0.08,1359.0,320.0,0.15,0.15,77.0,40.0,,0.0,0.89,https://kokku-online.de/oekovital-bio-beerenfruechtchen-80g-zuckerreduziert/,https://kokku-online.de//bilder/350x350/13137/oekovital-bio-beerenfruechtchen-80g-zuckerreduziert.auto,ÖKOVITAL,0,3
411,Cola Bottles - zuckerreduziert ,ÖKOVITAL,1.59,0.08,1450.0,341.0,0.15,0.15,84.2,33.0,,0.0,,https://kokku-online.de/oekovital-cola-bottles-80g-zuckerreduziert/,https://kokku-online.de//bilder/350x350/13396/oekovital-cola-bottles-80g-zuckerreduziert.auto,ÖKOVITAL,0,3
412,Frutti Worms Saure Würmchen ,ÖKOVITAL,1.59,0.1,1459.0,343.0,0.1,0.1,84.0,56.0,,0.3,,https://kokku-online.de/oekovital-bio-frutti-worms-saure-wuermchen/,https://kokku-online.de//bilder/350x350/13387/oekovital-bio-frutti-worms-saure-wuermchen.auto,ÖKOVITAL,0,3
413,"Frutti Worms Saure Würmchen 1,5kg - 1.5kg",ÖKOVITAL,18.99,1.5,1459.0,343.0,0.1,0.1,84.0,56.0,,0.3,,https://kokku-online.de/oekovital-bio-frutti-worms-saure-wuermchen-15kg/,https://kokku-online.de//bilder/350x350/13388/oekovital-bio-frutti-worms-saure-wuermchen-15kg.auto,ÖKOVITAL,0,3
414,Fruttini Mix Geleefrüchte ,ÖKOVITAL,1.59,0.1,1458.0,343.0,0.0,0.0,85.0,72.0,,0.2,,https://kokku-online.de/oekovital-fruttini-mix-100g/,https://kokku-online.de//bilder/350x350/13400/oekovital-fruttini-mix-100g.auto,ÖKOVITAL,0,3
415,Helix Lakritz Schnecken ,ÖKOVITAL,1.59,0.1,1500.0,353.0,1.0,0.2,80.0,40.0,,5.6,0.7,https://kokku-online.de/oekovital-helix-lakritz-schnecken-100g/,https://kokku-online.de//bilder/350x350/13403/oekovital-helix-lakritz-schnecken-100g.auto,ÖKOVITAL,0,3
416,Ökovital Bär ohne Gelatine BIG - 1.25kg,ÖKOVITAL,17.99,1.25,1372.0,323.0,0.1,0.1,78.0,58.0,,,0.75,https://kokku-online.de/oekovital-oekovital-baer-ohne-gelatine-125kg/,https://kokku-online.de//bilder/350x350/13493/oekovital-oekovital-baer-ohne-gelatine-125kg.auto,ÖKOVITAL,0,3
417,Ökovital Bär Gummibären ohne Gelatine ,ÖKOVITAL,1.59,0.1,1372.0,323.0,0.1,0.1,78.0,58.0,,,0.75,https://kokku-online.de/oekovital-oekovital-baer-gummibaeren-ohne-gelatine-100g/,https://kokku-online.de//bilder/350x350/13486/oekovital-oekovital-baer-gummibaeren-ohne-gelatine-100g.auto,ÖKOVITAL,0,3
418,Ökovital Bär ohne Gelatine ,ÖKOVITAL,6.79,0.5,1372.0,323.0,0.1,0.1,78.0,58.0,,,0.75,https://kokku-online.de/oekovital-oekovital-baer-ohne-gelatine-500g/,https://kokku-online.de//bilder/350x350/13494/oekovital-oekovital-baer-ohne-gelatine-500g.auto,ÖKOVITAL,0,3
419,Ökovital Bär ohne Gelatine ,ÖKOVITAL,2.69,0.2,1372.0,323.0,0.1,0.1,78.0,58.0,,,0.75,https://kokku-online.de/oekovital-oekovital-baer-ohne-gelatine-200g/,https://kokku-online.de//bilder/350x350/13492/oekovital-oekovital-baer-ohne-gelatine-200g.auto,ÖKOVITAL,0,3
420,Veggie Hearts ,ÖKOVITAL,1.59,0.1,1443.0,339.0,0.1,0.1,84.0,52.0,,0.3,,https://kokku-online.de/oekovital-veggie-hearts/,https://kokku-online.de//bilder/350x350/13481/oekovital-veggie-hearts.auto,ÖKOVITAL,0,3
421,Veggie Mix ,ÖKOVITAL,1.59,0.1,1458.0,343.0,0.0,0.0,85.0,67.0,,0.2,,https://kokku-online.de/oekovital-veggie-mix/,https://kokku-online.de//bilder/350x350/13479/oekovital-veggie-mix.auto,ÖKOVITAL,0,3
422,Veggie Vine Gums ,ÖKOVITAL,1.59,0.1,1437.0,338.0,0.1,0.1,83.0,52.0,,0.3,,https://kokku-online.de/oekovital-veggie-vine-gums-100g/,https://kokku-online.de//bilder/350x350/13475/oekovital-veggie-vine-gums-100g.auto,ÖKOVITAL,0,3
423,Poppy Cherry Riegel ,Lubs,1.19,0.04,1636.0,391.0,17.0,1.7,44.0,41.0,,9.2,0.06,https://kokku-online.de/lubs-poppy-cherry-riegel/,https://kokku-online.de//bilder/350x350/13541/lubs-poppy-cherry-riegel.auto,Lubs,7,2
424,Chocolate Brownie Riegel ,Lubs,1.19,0.04,1712.0,410.0,19.0,5.7,48.0,43.0,,6.8,0.06,https://kokku-online.de/lubs-chocolate-brownie-riegel/,https://kokku-online.de//bilder/350x350/13552/lubs-chocolate-brownie-riegel.auto,Lubs,7,2
425,Grandmas Apple Pie - Riegel ,Lubs,1.19,0.04,1600.0,382.0,15.0,1.3,52.0,46.0,,6.2,0.05,https://kokku-online.de/lubs-grandmas-apple-pie-riegel/,https://kokku-online.de//bilder/350x350/13540/lubs-grandmas-apple-pie-riegel.auto,Lubs,7,3
426,Salted Caramel Riegel ,Lubs,1.19,0.04,1742.0,417.0,20.0,2.9,48.0,43.0,,8.4,0.64,https://kokku-online.de/lubs-salted-caramel-riegel/,https://kokku-online.de//bilder/350x350/13537/lubs-salted-caramel-riegel.auto,Lubs,7,2
427,Frucht Gummibärchen weich ,SOBO,3.99,0.3,1411.0,332.0,0.0,0.0,82.0,43.0,,0.0,0.13,https://kokku-online.de/sobo-fruchtsaft-gummibaerchen-xl/,https://kokku-online.de//bilder/350x350/13088/sobo-fruchtsaft-gummibaerchen-xl.auto,Other,0,3
428,Mozartzipfel ,rosmarin BIOBACK,2.39,0.035,1938.0,464.0,25.1,6.8,50.4,48.9,,6.9,0.03,https://kokku-online.de/rosmarin-bioback-mozartzipfel/,https://kokku-online.de//bilder/350x350/12841/rosmarin-bioback-mozartzipfel.auto,rosmarin BIOBACK,0,2
429,Tafel Creamy °Indischer Chai° ,Lovechock,3.99,0.07,1853.0,689.0,58.2,24.6,29.9,18.6,,9.9,0.02,https://kokku-online.de/lovechock-tafel-creamy-indischer-chai/,https://kokku-online.de//bilder/350x350/12786/lovechock-tafel-creamy-indischer-chai.auto,Lovechock,5,0
430,Tafel Extreme Dark 99% Kakao ,Lovechock,3.99,0.07,2836.0,684.0,64.0,33.0,8.0,0.9,,11.0,0.1,https://kokku-online.de/lovechock-tafel-extreme-dark-99-kakao/,https://kokku-online.de//bilder/350x350/12359/lovechock-tafel-extreme-dark-99-kakao.auto,Lovechock,5,0
431,Mild Riegel °Datteln & Nüsse° ,Lovechock,2.49,0.04,2415.0,581.0,41.0,23.0,45.0,28.0,,5.1,0.05,https://kokku-online.de/lovechock-riegel-creamy-yacon-paranuss/,https://kokku-online.de//bilder/350x350/16135/lovechock-riegel-creamy-yacon-paranuss.auto,Lovechock,5,0
432,Tafel Creamy °Maulbeere & Mandel° ,Lovechock,3.99,0.07,2516.0,604.0,49.0,19.0,26.0,16.0,,8.0,0.01,https://kokku-online.de/lovechock-tafel-creamy-maulbeere-und-mandel/,https://kokku-online.de//bilder/350x350/12358/lovechock-tafel-creamy-maulbeere-und-mandel.auto,Lovechock,5,0
433,Mild Riegel °Haselnuss Matcha° ,Lovechock,2.49,0.04,2412.0,580.0,41.0,21.0,45.0,29.0,,5.0,0.0,https://kokku-online.de/lovechock-riegel-creamy-haselnuss-matcha/,https://kokku-online.de//bilder/350x350/17844/lovechock-riegel-creamy-haselnuss-matcha.auto,Lovechock,5,0
434,Riegel Mild °Kokos Kakaonibs° ,Lovechock,2.49,0.04,2527.0,609.0,47.0,31.0,38.0,22.0,,5.0,0.06,https://kokku-online.de/lovechock-riegel-creamy-kokos-kakaonibs/,https://kokku-online.de//bilder/350x350/16131/lovechock-riegel-creamy-kokos-kakaonibs.auto,Lovechock,5,0
435,Himbeertörtchen Tartelletes glutenfrei ,Céliane,3.49,0.13,1729.0,410.0,12.0,5.5,75.0,33.0,,1.2,0.36,https://kokku-online.de/celiane-himbeertoertchen-tartelletes/,https://kokku-online.de//bilder/350x350/12212/celiane-himbeertoertchen-tartelletes.auto,Other,0,3
436,°Alpenkräuter° Husten Bonbons ,Bio4You,1.49,0.075,1692.0,398.0,,,99.0,74.0,,,,https://kokku-online.de/bio4you-alpenkraeuter-husten-bonbons/,https://kokku-online.de//bilder/350x350/12229/bio4you-alpenkraeuter-husten-bonbons.auto,Other,0,3
437,°Mango Orange° gefüllte Bonbons ,Bio4You,1.49,0.075,1635.0,385.0,,,95.0,66.0,,,,https://kokku-online.de/bio4you-mango-orange-gefuellte-bonbons/,https://kokku-online.de//bilder/350x350/12257/bio4you-mango-orange-gefuellte-bonbons.auto,Other,0,3
438,°Sanddorn Granatapfel° gefüllte Bonbons ,Bio4You,1.49,0.075,1628.0,383.0,,,94.0,67.0,,,,https://kokku-online.de/bio4you-sanddorn-granatapfel-gefuellte-bonbons/,https://kokku-online.de//bilder/350x350/12263/bio4you-sanddorn-granatapfel-gefuellte-bonbons.auto,Other,0,3
439,°Ingwer Limette & Ingwer Orange° gefüllte Bonbons ,Bio4You,1.49,0.075,1629.0,383.0,,0.1,94.0,69.0,,,,https://kokku-online.de/bio4you-ingwer-limette-und-ingwer-orange-gefuellte-bonbons/,https://kokku-online.de//bilder/350x350/12244/bio4you-ingwer-limette-und-ingwer-orange-gefuellte-bonbons.auto,Other,0,3
440,°Kirsche Aronia° gefüllte Bonbons ,Bio4You,1.49,0.075,1635.0,385.0,,,95.0,66.0,,,,https://kokku-online.de/bio4you-kirsche-aronia-gefuellte-bonbons/,https://kokku-online.de//bilder/350x350/12245/bio4you-kirsche-aronia-gefuellte-bonbons.auto,Other,0,3
441,Zartbitterschokolade °Lebkuchen° ,Rapunzel,2.19,0.08,2290.0,548.0,36.0,22.0,46.0,43.0,,5.0,0.0,https://kokku-online.de/rapunzel-zartbitterschokolade-°lebkuchen°/,https://kokku-online.de//bilder/350x350/9571/rapunzel-zartbitterschokolade-°lebkuchen°.auto,Rapunzel,2,0
442,Tapas Lupinos Lupinensnack ,Biolandhof Klein,2.99,0.25,738.0,172.0,5.1,1.0,6.8,1.1,,16.6,3.0,https://kokku-online.de/biolandhof-klein-tapas-lupinos-lupinensnack/,https://kokku-online.de//bilder/350x350/12205/biolandhof-klein-tapas-lupinos-lupinensnack.auto,Other,0,2
443,Bitterschokolade 90% Kakao mit Kokosblütenzucker ,Rapunzel,2.19,0.08,2431.0,589.0,50.35,32.06,14.2,7.3,,12.18,0.05,https://kokku-online.de/rapunzel-bitterschokolade-90-kakao-mit-kokosbluetenzucker/,https://kokku-online.de//bilder/350x350/12206/rapunzel-bitterschokolade-90-kakao-mit-kokosbluetenzucker.auto,Rapunzel,2,0
444,Panama Edelbitter Schokolade 80% ,Naturata,3.29,0.1,2480.0,598.0,48.0,29.0,25.0,19.0,,10.0,,https://kokku-online.de/naturata-edelbitter-schokolade-panama-80-kakao/,https://kokku-online.de//bilder/350x350/12184/naturata-edelbitter-schokolade-panama-80-kakao.auto,Naturata,2,0
445,Zartbitter Schokolade mit Mandelstückchen 55% ,Rapunzel,2.29,0.08,2346.0,564.0,39.27,21.42,42.3,38.0,,6.83,0.0,https://kokku-online.de/rapunzel-zartbitter-schokolade-mit-mandelstueckchen-55/,https://kokku-online.de//bilder/350x350/12207/rapunzel-zartbitter-schokolade-mit-mandelstueckchen-55.auto,Rapunzel,2,0
446,Zartbitter Schokolade mit Pfefferminzfüllung ,Rapunzel,2.79,0.1,2173.0,519.0,24.2,14.4,63.8,59.7,,9.0,0.05,https://kokku-online.de/rapunzel-zartbitter-schokolade-mit-pfefferminzfuellung/,https://kokku-online.de//bilder/350x350/18767/rapunzel-zartbitter-schokolade-mit-pfefferminzfuellung.auto,Rapunzel,2,2
447,Choc' Croc Blaubeere-Cranberry ,Pural,2.49,0.1,2078.0,499.0,27.0,17.0,52.0,33.0,,5.9,0.15,https://kokku-online.de/pural-choccroc-blaubeere-cranberry/,https://kokku-online.de//bilder/350x350/12211/pural-choccroc-blaubeere-cranberry.auto,Other,2,0
448,Cashew Choc Crunch Riegel ,Lini's Bites,2.49,0.04,1860.0,445.0,23.0,11.6,48.0,29.0,,8.0,0.46,https://kokku-online.de/linis-bites-cashew-choc-crunch-riegel/,https://kokku-online.de//bilder/350x350/19127/linis-bites-cashew-choc-crunch-riegel.auto,Lini's Bites,2,2
449,Hazelnut Nougat Choc Riegel ,Lini's Bites,2.49,0.04,1804.0,432.0,22.0,8.8,48.0,35.0,,6.8,0.16,https://kokku-online.de/linis-bites-hazelnut-choc-riegel/,https://kokku-online.de//bilder/350x350/19131/linis-bites-hazelnut-choc-riegel.auto,Lini's Bites,2,2
450,Salted Peanut Caramel Riegel ,Lini's Bites,2.49,0.04,1802.0,431.0,21.0,9.5,47.0,34.0,,8.9,0.55,https://kokku-online.de/linis-bites-salted-peanut-caramel-riegel/,https://kokku-online.de//bilder/350x350/19133/linis-bites-salted-peanut-caramel-riegel.auto,Lini's Bites,2,2
451,Almond Cookie Dough Riegel ,Lini's Bites,2.49,0.04,1789.0,482.0,20.0,8.6,49.0,33.0,,7.8,0.11,https://kokku-online.de/linis-bites-almond-cookie-dough-riegel/,https://kokku-online.de//bilder/350x350/19129/linis-bites-almond-cookie-dough-riegel.auto,Lini's Bites,2,2
452,Confiseriekugel Mandelnougat ,Lubs,0.99,0.017,2368.0,569.0,38.0,15.0,45.0,44.0,,8.0,,https://kokku-online.de/lubs-confiseriekugel-mandelnougat/,https://kokku-online.de//bilder/350x350/12041/lubs-confiseriekugel-mandelnougat.auto,Lubs,7,0
453,Winter-Buddha-Bärchen °SchneegestöBär° ,mind sweets,2.59,0.075,1372.0,323.0,0.1,0.1,78.0,57.0,,0.0,0.75,https://kokku-online.de/mind-sweets-winter-buddha-baerchen-schneegestoebaer/,https://kokku-online.de//bilder/350x350/12145/mind-sweets-winter-buddha-baerchen-schneegestoebaer.auto,mind sweets,0,3
454,Schoko Schamane Meersalz ,mind sweets,3.79,0.05,2439.0,587.0,41.0,25.5,47.6,38.3,,6.5,1.1,https://kokku-online.de/mind-sweets-schoko-schamane-meersalz/,https://kokku-online.de//bilder/350x350/12143/mind-sweets-schoko-schamane-meersalz.auto,mind sweets,2,0
455,Schoko Schamane Chai ,mind sweets,3.79,0.05,2469.0,590.0,41.4,25.6,48.1,38.7,,7.0,0.11,https://kokku-online.de/mind-sweets-schoko-schamane-chai/,https://kokku-online.de//bilder/350x350/12144/mind-sweets-schoko-schamane-chai.auto,mind sweets,2,0
456,Mini Moos °Erdbeere° Schokoriegel ,Moo Free,0.99,0.02,2244.0,538.0,31.0,21.0,57.0,42.0,,3.0,0.0,https://kokku-online.de/moo-free-mini-moos-erdbeere-schokoriegel/,https://kokku-online.de//bilder/350x350/15076/moo-free-mini-moos-erdbeere-schokoriegel.auto,Moo Free,2,0
457,Mini Moos °Caramel° Schokoriegel ,Moo Free,0.99,0.02,2250.0,539.0,31.0,19.0,58.0,41.0,,3.0,0.0,https://kokku-online.de/moo-free-mini-moos-caramel-schokoriegel/,https://kokku-online.de//bilder/350x350/15074/moo-free-mini-moos-caramel-schokoriegel.auto,Moo Free,2,0
458,°Dark° Cocoa Bites Konfekt im Glas ,Plamil,2.69,0.085,2359.0,568.0,41.0,25.0,37.0,28.0,,8.7,0.13,https://kokku-online.de/plamil-dark-cocoa-bites-im-glas/,https://kokku-online.de//bilder/350x350/11921/plamil-dark-cocoa-bites-im-glas.auto,Plamil,6,0
459,°Smooth° Cocoa Bites Konfekt im Glas ,Plamil,2.69,0.085,2458.0,591.0,41.0,24.0,51.0,42.5,,2.8,0.07,https://kokku-online.de/plamil-smooth-cocoa-bites-im-glas/,https://kokku-online.de//bilder/350x350/11923/plamil-smooth-cocoa-bites-im-glas.auto,Plamil,6,0
460,So Free Dark Espresso °zuckerfrei° ,Plamil,2.89,0.08,2715.0,655.0,46.0,28.0,31.0,1.0,,9.2,0.07,https://kokku-online.de/plamil-so-free-dark-espresso-zuckerfrei/,https://kokku-online.de//bilder/350x350/11925/plamil-so-free-dark-espresso-zuckerfrei.auto,Plamil,6,0
461,Perfectly Dark 72% Schokolade ,Plamil,2.89,0.08,2440.0,588.0,44.0,27.0,34.0,33.0,,9.3,0.07,https://kokku-online.de/plamil-perfectly-dark-72-schokolade/,https://kokku-online.de//bilder/350x350/11924/plamil-perfectly-dark-72-schokolade.auto,Plamil,6,0
462,So Free Tropical Orange 60% ,Plamil,2.89,0.08,2334.0,562.0,38.5,24.0,42.3,39.1,,6.8,0.07,https://kokku-online.de/plamil-so-free-tropical-orange-60/,https://kokku-online.de//bilder/350x350/12142/plamil-so-free-tropical-orange-60.auto,Plamil,6,0
463,So Free Schokolade mit Kokosblütenzucker 67% ,Plamil,2.89,0.08,2359.0,568.0,41.0,25.0,37.0,28.0,,8.7,0.13,https://kokku-online.de/plamil-so-free-schokolade-mit-kokosbluetenzucker-67/,https://kokku-online.de//bilder/350x350/12141/plamil-so-free-schokolade-mit-kokosbluetenzucker-67.auto,Plamil,6,0
464,So Free Smooth Kakao & Kokos °zuckerreduziert° ,Plamil,2.89,0.08,2572.0,611.0,45.0,28.0,24.0,3.9,,6.5,0.03,https://kokku-online.de/plamil-so-free-smooth-kakao-und-kokos-zuckerreduziert/,https://kokku-online.de//bilder/350x350/11932/plamil-so-free-smooth-kakao-und-kokos-zuckerreduziert.auto,Plamil,6,0
465,So Free Finest Dark 72% °zuckerfrei° ,Plamil,2.89,0.08,2715.0,655.0,46.0,28.0,31.0,1.0,,9.2,0.07,https://kokku-online.de/plamil-so-free-finest-dark-72-zuckerfrei/,https://kokku-online.de//bilder/350x350/11926/plamil-so-free-finest-dark-72-zuckerfrei.auto,Plamil,6,0
466,So Free MINI Finest Dark 72% °zuckerfrei° ,Plamil,1.19,0.035,2715.0,655.0,46.0,28.0,31.0,1.0,,9.2,0.07,https://kokku-online.de/plamil-so-free-mini-finest-dark-72-zuckerfrei/,https://kokku-online.de//bilder/350x350/11930/plamil-so-free-mini-finest-dark-72-zuckerfrei.auto,Plamil,6,0
467,So Free MINI Cool Mint °zuckerfrei° ,Plamil,1.19,0.035,2715.0,655.0,46.0,28.0,31.0,1.0,,9.2,0.07,https://kokku-online.de/plamil-so-free-mini-cool-mint-zuckerfrei/,https://kokku-online.de//bilder/350x350/11929/plamil-so-free-mini-cool-mint-zuckerfrei.auto,Plamil,6,0
468,So Free MINI Dark Espresso °zuckerfrei° ,Plamil,1.19,0.035,2715.0,655.0,46.0,28.0,31.0,1.0,,9.2,0.07,https://kokku-online.de/plamil-so-free-mini-dark-espresso-zuckerfrei/,https://kokku-online.de//bilder/350x350/11931/plamil-so-free-mini-dark-espresso-zuckerfrei.auto,Plamil,6,0
469,BIG Drops BIO-Alternative zu Milchschokolade ,Plamil,17.99,1.0,2458.0,591.0,40.9,24.0,51.1,42.5,,2.8,0.07,https://kokku-online.de/plamil-big-bio-alternative-zu-milchschokolade/,https://kokku-online.de//bilder/350x350/11916/plamil-big-bio-alternative-zu-milchschokolade.auto,Plamil,6,0
470,BIG Drops °zuckerfrei° Alternative zu Milchschokolade ,Plamil,15.49,1.0,2346.0,567.0,47.0,26.0,26.3,2.3,,14.6,0.1,https://kokku-online.de/plamil-big-schoko-drops-alternative-zu-milchschokolade-zuckerfre/,https://kokku-online.de//bilder/350x350/11918/plamil-big-schoko-drops-alternative-zu-milchschokolade-zuckerfre.auto,Plamil,6,0
471,Schneemänner ,Plamil,2.19,0.03,2458.0,591.0,40.9,24.0,51.1,42.5,,2.8,0.07,https://kokku-online.de/plamil-so-free-schneemann/,https://kokku-online.de//bilder/350x350/18813/plamil-so-free-schneemann.auto,Plamil,6,0
472,So Free Adventskalender ,Plamil,5.99,0.11,2458.0,591.0,41.0,24.0,51.0,42.5,,2.8,0.07,https://kokku-online.de/plamil-so-free-adventskalender/,https://kokku-online.de//bilder/350x350/18816/plamil-so-free-adventskalender.auto,Plamil,6,0
473,Premium Bar Organic °Cinder & Toffee° ,Moo Free,2.59,0.08,2306.0,553.0,33.0,20.0,61.0,44.0,,3.0,0.0,https://kokku-online.de/moo-free-premium-bar-cinder-toffee/,https://kokku-online.de//bilder/350x350/16084/moo-free-premium-bar-cinder-toffee.auto,Moo Free,2,0
